"","X","institute","title","abs"
"80",2,"Memorial Sloan Kettering Cancer Center","Software for Administering the National Cancer Institute's Patient-ReportedOutcomes Version of the Common Terminology Criteria for Adverse Events: UsabilityStudy.","BACKGROUND: The US National Cancer Institute (NCI) developed software to gathersymptomatic adverse events directly from patients participating in clinicaltrials. The software administers surveys to patients using items from thePatient-Reported Outcomes version of the Common Terminology Criteria for AdverseEvents (PRO-CTCAE) through Web-based or automated telephone interfaces andfacilitates the management of survey administration and the resultant data byprofessionals (clinicians and research associates).OBJECTIVE: The purpose of this study was to iteratively evaluate and improve theusability of the PRO-CTCAE software.METHODS: Heuristic evaluation of the software functionality was followed bysemiscripted, think-aloud protocols in two consecutive rounds of usabilitytesting among patients with cancer, clinicians, and research associates at cancer centers. We conducted testing with patients both in clinics and at home(remotely) for both Web-based and telephone interfaces. Furthermore, we refinedthe software between rounds and retested.RESULTS: Heuristic evaluation identified deviations from the best practicesacross  standardized categories, which informed initial software improvement.Subsequently, we conducted user-based testing among  patients and professionals. Software modifications between rounds addressed identified issues,including difficulty using radio buttons, absence of survey progress indicators,and login problems (for patients) as well as scheduling of patient surveys (forprofessionals). The initial System Usability Scale (SUS) score for the patientWeb-based interface was  and  (P=.) before and after modifications,respectively, whereas the task completion score was ., which improved to .(P=.) after modifications. Following modifications for professional users, theSUS scores improved from  to  (P=.), and the mean task performance improvedsignificantly (. vs .; P=.).CONCLUSIONS: Software modifications, informed by rigorous assessment, rendered ausable system, which is currently used in multiple NCI-sponsored multicentercancer clinical trials.TRIAL REGISTRATION: ClinicalTrials.gov NCT;https://clinicaltrials.gov/ct/show/NCT (Archived by WebCite athttp://www.webcitation.org/hTjlTl)."
"81",4,"Duke University","Software for Administering the National Cancer Institute's Patient-ReportedOutcomes Version of the Common Terminology Criteria for Adverse Events: UsabilityStudy.","BACKGROUND: The US National Cancer Institute (NCI) developed software to gathersymptomatic adverse events directly from patients participating in clinicaltrials. The software administers surveys to patients using items from thePatient-Reported Outcomes version of the Common Terminology Criteria for AdverseEvents (PRO-CTCAE) through Web-based or automated telephone interfaces andfacilitates the management of survey administration and the resultant data byprofessionals (clinicians and research associates).OBJECTIVE: The purpose of this study was to iteratively evaluate and improve theusability of the PRO-CTCAE software.METHODS: Heuristic evaluation of the software functionality was followed bysemiscripted, think-aloud protocols in two consecutive rounds of usabilitytesting among patients with cancer, clinicians, and research associates at cancer centers. We conducted testing with patients both in clinics and at home(remotely) for both Web-based and telephone interfaces. Furthermore, we refinedthe software between rounds and retested.RESULTS: Heuristic evaluation identified deviations from the best practicesacross  standardized categories, which informed initial software improvement.Subsequently, we conducted user-based testing among  patients and professionals. Software modifications between rounds addressed identified issues,including difficulty using radio buttons, absence of survey progress indicators,and login problems (for patients) as well as scheduling of patient surveys (forprofessionals). The initial System Usability Scale (SUS) score for the patientWeb-based interface was  and  (P=.) before and after modifications,respectively, whereas the task completion score was ., which improved to .(P=.) after modifications. Following modifications for professional users, theSUS scores improved from  to  (P=.), and the mean task performance improvedsignificantly (. vs .; P=.).CONCLUSIONS: Software modifications, informed by rigorous assessment, rendered ausable system, which is currently used in multiple NCI-sponsored multicentercancer clinical trials.TRIAL REGISTRATION: ClinicalTrials.gov NCT;https://clinicaltrials.gov/ct/show/NCT (Archived by WebCite athttp://www.webcitation.org/hTjlTl)."
"82",6,"The University of Texas MD Anderson Cancer Center","Software for Administering the National Cancer Institute's Patient-ReportedOutcomes Version of the Common Terminology Criteria for Adverse Events: UsabilityStudy.","BACKGROUND: The US National Cancer Institute (NCI) developed software to gathersymptomatic adverse events directly from patients participating in clinicaltrials. The software administers surveys to patients using items from thePatient-Reported Outcomes version of the Common Terminology Criteria for AdverseEvents (PRO-CTCAE) through Web-based or automated telephone interfaces andfacilitates the management of survey administration and the resultant data byprofessionals (clinicians and research associates).OBJECTIVE: The purpose of this study was to iteratively evaluate and improve theusability of the PRO-CTCAE software.METHODS: Heuristic evaluation of the software functionality was followed bysemiscripted, think-aloud protocols in two consecutive rounds of usabilitytesting among patients with cancer, clinicians, and research associates at cancer centers. We conducted testing with patients both in clinics and at home(remotely) for both Web-based and telephone interfaces. Furthermore, we refinedthe software between rounds and retested.RESULTS: Heuristic evaluation identified deviations from the best practicesacross  standardized categories, which informed initial software improvement.Subsequently, we conducted user-based testing among  patients and professionals. Software modifications between rounds addressed identified issues,including difficulty using radio buttons, absence of survey progress indicators,and login problems (for patients) as well as scheduling of patient surveys (forprofessionals). The initial System Usability Scale (SUS) score for the patientWeb-based interface was  and  (P=.) before and after modifications,respectively, whereas the task completion score was ., which improved to .(P=.) after modifications. Following modifications for professional users, theSUS scores improved from  to  (P=.), and the mean task performance improvedsignificantly (. vs .; P=.).CONCLUSIONS: Software modifications, informed by rigorous assessment, rendered ausable system, which is currently used in multiple NCI-sponsored multicentercancer clinical trials.TRIAL REGISTRATION: ClinicalTrials.gov NCT;https://clinicaltrials.gov/ct/show/NCT (Archived by WebCite athttp://www.webcitation.org/hTjlTl)."
"83",4,"University of Chicago","LCCC : a phase II study of everolimus, trastuzumab, and vinorelbine to treatprogressive HER-positive breast cancer brain metastases.","PURPOSE: HER + breast cancer (BC) is an aggressive subtype with high rates ofbrain metastases (BCBM). Two-thirds of HER + BCBM demonstrate activation of thePIK/mTOR pathway driving resistance to anti-HER therapy. This phase II studyevaluated everolimus (E), a brain-permeable mTOR inhibitor, trastuzumab (T), andvinorelbine (V) in patients with HER + BCBM.PATIENTS AND METHODS: Eligible patients had progressive HER + BCBM. The primaryendpoint was intracranial response rate (RR); secondary objectives were CNSclinical benefit rate (CBR), extracranial RR, time to progression (TTP), overallsurvival (OS), and targeted sequencing of tumors from enrolled patients. Atwo-stage design distinguished intracranial RR of % versus %.RESULTS:  patients were evaluable for toxicity,  for efficacy. IntracranialRR was % ( PR). CNS CBR at  mos was %; at  mos %. Median intracranial TTPwas . mos (% CI .-). OS was . mos (% CI .-.). Grade -toxicities included neutropenia (%), anemia (%), and stomatitis (%).Mutations in TP and PIKCA were common in BCBM. Mutations in the PIK/mTORpathway were not associated with response. ERBB amplification was higher in BCBMcompared to primary BC; ERBB amplification in the primary BC trended towardworse OS.CONCLUSION: While intracranial RR to ETV was low in HER + BCBM patients,one-third achieved CNS CBR; TTP/OS was similar to historical control. No newtoxicity signals were observed. Further analysis of the genomic underpinnings ofBCBM to identify tractable prognostic and/or predictive biomarkers is warranted.CLINICAL TRIAL: (NCT)."
"84",7,"University of Chicago","The  ISDE achalasia guidelines.","Achalasia is a relatively rare primary motor esophageal disorder, characterizedby absence of relaxations of the lower esophageal sphincter and of peristalsisalong the esophageal body. As a result, patients typically present withdysphagia, regurgitation and occasionally chest pain, pulmonary complication andmalnutrition. New diagnostic methodologies and therapeutic techniques have beenrecently added to the armamentarium for treating achalasia. With the aim to offerclinicians and patients an up-to-date framework for making informed decisions onthe management of this disease, the International Society for Diseases of theEsophagus Guidelines proposed and endorsed the Esophageal Achalasia Guidelines(I-GOAL). The guidelines were prepared according the Appraisal of Guidelines forResearch and Evaluation (AGREE-REX) tool, accredited for guideline production byNICE UK. A systematic literature search was performed and the quality of evidenceand the strength of recommendations were graded according to the Grading ofRecommendations Assessment, Development and Evaluation (GRADE). Given therelative rarity of this disease and the paucity of high-level evidence in theliterature, this process was integrated with a three-step process of anonymousvoting on each statement (DELPHI). Only statements with an approval rate >%were accepted in the guidelines. Fifty-one experts from  countries and representatives from patient support associations participated to thepreparations of the guidelines. These guidelines deal specifically with thefollowing achalasia issues: Diagnostic workup, Definition of the disease,Severity of presentation, Medical treatment, Botulinum Toxin injection, Pneumaticdilatation, POEM, Other endoscopic treatments, Laparoscopic myotomy, Definitionof recurrence, Follow up and risk of cancer, Management of end stage achalasia,Treatment options for failure, Achalasia in children, Achalasia secondary toChagas' disease."
"85",1,"National Cancer Institute","Associations of Epstein-Barr Virus-Positive Gastric Adenocarcinoma withCirculating Mediators of Inflammation and Immune Response.","Epstein-Barr virus (EBV)-positive gastric adenocarcinoma exhibits locally intenseinflammation but systemic manifestations are uncertain. Our study examinedwhether circulating mediators of inflammation and immune response differ by tumorEBV status. From a Latvian series of  gastric cancer cases, we measured plasmalevels of  immune-related proteins in the  patients with EBV-positive tumorsand  patients with EBV-negative tumors. Eight markers were statisticallysignificantly higher with tumor EBV positivity: chemokine C-C motif ligand (CCL) (Odds Ratio (OR) = .; p-trend = .), chemokine C-X-C motif ligand  (OR =.; p-trend = .), programmed death-ligand  (PD-L; OR = .; p-trend =.), interleukin (IL)- (OR = .; p-trend = .), CCL (OR = .; p-trend= .), CCL (OR = .; p-trend = .), IL-A (OR = .; p-trend = .)and CCL (OR = .; p-trend = .). Systemic responses to EBV-positive gastriccancer are characterized by alterations in chemokines and PD-L. Profiling ofthese molecules may enable non-invasive diagnosis of EBV status when tumor tissueis unavailable. Our findings provide theoretical justification for clinicalevaluations of immune checkpoint therapy for EBV-positive gastric cancer."
"86",1,"Duke University Medical Center","miRNA- Binds and Activates TRPA Extracellularly to Evoke Acute and ChronicPruritus.","Increasing evidence suggests that extracellular miRNAs may serve as biomarkers ofdiseases, but the physiological relevance of extracellular miRNA is unclear. Wefind that intradermal cheek injection of miR- induces TRPA-depedent itch(scratching) without pain (wiping) in naive mice. Extracellular perfusion ofmiR- induces TRPA currents in both Trpa-expressing heterologous cells andnative sensory neurons through the core sequence GGGACCC. Computer simulationsreveal that the core sequence binds several residues at the extracellular S-Sloop of TRPA, which are critical for TRPA activation by miR- but not allylisothiocyanate. Intradermal inoculation of human Myla cells induces lymphoma andchronic itch in immune-deficient mice, associated with increased serum levels ofmiR-, secreted from cancer cells. Lymphoma-induced chronic itch is suppressedby miR- inhibitor and a blocking peptide that disrupts the miR-/TRPAinteraction. Our findings demonstrated an unconventional physiological role ofextracellular naked miRNAs as itch mediators and ion channel modulators."
"87",1,"University of Chicago","PAM and Risk of Recurrence Scores for Interval Breast Cancers.","Breast cancers detected after a negative breast screening examination and priorto the next screening are referred to as interval cancers. These cancersgenerally have poor clinical characteristics compared with screen-detectedcancers, but associations between interval cancer and genomic cancercharacteristics are not well understood. Mammographically screened womendiagnosed with primary invasive breast cancer from  to  (n = ) wereidentified by linking the Carolina Breast Cancer Study and the CarolinaMammography Registry. Among women with a registry-identified screening mammogram to  months before diagnosis, cancers were classified as screen-detected (N =) or interval-detected (N = ). Using logistic regression, we examined theassociation of mode of detection with cancer characteristics (clinical, IHC, andgenomic), overall, and in analyses stratified on mammographic density and race.Interval cancer was associated with large tumors [> cm; OR, .; % confidenceinterval (CI), .-.], positive nodal status (OR, .; % CI, .-.), andtriple-negative subtype (OR, .; % CI, .-.). Interval cancers were morelikely to have non-Luminal A subtype (OR, .; % CI, .-.), whereasscreen-detected cancers tended to be more indolent (% had low risk ofrecurrence genomic scores; % were PAM Luminal A). When stratifying bymammographic density and race, associations between interval detection and poorprognostic features were similar by race and density status. Strong associationsbetween interval cancers and poor-prognosis genomic features (non-Luminal Asubtype and high risk of recurrence score) suggest that aggressive tumor biologyis an important contributor to interval cancer rates. Cancer Prev Res; ();-. © AACR."
"88",4,"Baylor College of Medicine","A non-invasive assessment of skin carotenoid status through reflectionspectroscopy is a feasible, reliable and potentially valid measure of fruit andvegetable consumption in a diverse community sample.","OBJECTIVE: To assess the feasibility, reliability and validity of reflectionspectroscopy (RS) to assess skin carotenoids in a racially diverse sample.DESIGN: Study  was a cross-sectional study of corner store customers (n ) whocompleted the National Cancer Institute Fruit and Vegetable Screener as well asRS measures. Feasibility was assessed by examining the time it took to completethree RS measures, reliability was assessed by examining the variation betweenthree RS measures, and validity was examined by correlation with self-reportedfruit and vegetable consumption. In Study , validity was assessed in a smallersample (n ) by examining associations between RS measures and dietarycarotenoids, fruits and vegetables as calculated from a validated FFQ and plasmacarotenoids.SETTING: Eastern North Carolina, USA.RESULTS: It took on average · s to complete three RS readings per person. Theaverage variation between three readings for each participant was · %. In Study, in models adjusted for age, race and sex, there were statistically significantassociations between RS measures and (i) FFQ-estimated carotenoid intake(P<·); (ii) FFQ-estimated fruit and vegetable consumption (P<·); and(iii) plasma carotenoids (P<·).CONCLUSIONS: RS is a potentially improved method to approximate fruit andvegetable consumption among diverse participants. RS is portable and easy to usein field-based public health nutrition settings. More research is needed toinvestigate validity and sensitivity in diverse populations."
"89",3,"Baylor College of Medicine","Development of Evidence-Based Surveillance Intervals After RadiofrequencyAblation of Barrett's Esophagus.","BACKGROUND & AIMS: Barrett's esophagus (BE) recurs in % or more of patientstreated successfully with radiofrequency ablation (RFA), so surveillanceendoscopy is recommended after complete eradication of intestinal metaplasia(CEIM). The frequency of surveillance is informed only by expert opinion. Weaimed to model the incidence of neoplastic recurrence, validate the model in anindependent cohort, and propose evidence-based surveillance intervals.METHODS: We collected data from the United States Radiofrequency AblationRegistry (US RFA, -) and the United Kingdom National Halo Registry (UKNHR, -) to build and validate models to predict the incidence ofneoplasia recurrence after initially successful RFA. We developed  categories ofrisk and modeled intervals to yield .% risk of recurrence with invasiveadenocarcinoma. We fit Cox proportional hazards models assessing discriminationby C statistic and % confidence limits.RESULTS: The incidence of neoplastic recurrence was associated with most severehistologic grade before CEIM, age, endoscopic mucosal resection, sex, andbaseline BE segment length. In multivariate analysis, a model based solely onmost severe pre-CEIM histology predicted neoplastic recurrence with a C statisticof . (% confidence limit, .-.) in the US RFA registry. This modelalso performed well when we used data from the UK NHR. Our model divided patientsinto  risk groups based on baseline histologic grade: non-dysplastic BE;indefinite for dysplasia, low-grade dysplasia, and high-grade dysplasia; orintramucosal adenocarcinoma. For patients with low-grade dysplasia, we proposesurveillance endoscopy at  and  years after CEIM; for patients with high-gradedysplasia or intramucosal adenocarcinoma, we propose surveillance endoscopy at., ., and  year after CEIM, then annually.CONCLUSION: In analyses of data from the US RFA and UK NHR for BE, amuch-attenuated schedule of surveillance endoscopy would provide protection frominvasive adenocarcinoma. Adherence to the recommended surveillance intervalscould decrease the number of endoscopies performed yet identify unresectablecancers at rates less than / endoscopies."
"90",1,"Harvard Medical School","K-linked polyubiquitin chains bind to DNA to facilitate DNA damage repair.","Polyubiquitylation is canonically viewed as a posttranslational modification thatgoverns protein stability or protein-protein interactions, in which distinctpolyubiquitin linkages ultimately determine the fate of modified protein(s). Weexplored whether polyubiquitin chains have any nonprotein-related function. Usingin vitro pull-down assays with synthetic materials, we found that polyubiquitinchains with the Lys (K) linkage bound to DNA through a motif we called the""DNA-interacting patch"" (DIP), which is composed of the adjacent residues Thr,Lys, and Glu Upon DNA damage, the binding of K-linked polyubiquitin chainsto DNA enhanced the recruitment of repair factors through their interaction withan Ile patch in ubiquitin to facilitate DNA repair. Furthermore, experimentalor cancer patient-derived mutations within the DIP impaired the DNA bindingcapacity of ubiquitin and subsequently attenuated K-linked polyubiquitin chainaccumulation at sites of DNA damage, thereby resulting in defective DNA repairand increased cellular sensitivity to DNA-damaging agents. Our results thereforehighlight a critical physiological role for K-linked polyubiquitin chains inbinding to DNA to facilitate DNA damage repair."
"91",3,"University of California","Perceptions of Cancer Risk/Efficacy and Cancer-Related Risk Behaviors: ResultsFrom the HCHS/SOL Sociocultural Ancillary Study.","This study evaluated the associations among perceived risk, perceived efficacy,and engagement in six cancer-related risk behaviors in a population-basedHispanic/Latino sample. Interviews were conducted with , Hispanic/Latinoadults as part of the Hispanic Community Health Study/Study of Latinos (HCHS/SOL)Sociocultural Ancillary Study. Participants were recruited from the study's fourfield centers (Bronx, NY; Chicago, IL; Miami, FL; San Diego, CA) between February and June . Perceived risk and perceived efficacy were assessed withquestions drawn from the Health Interview National Trends Survey. More than halfof the sample endorsed perceived risk of cancer associated with the six evaluatedbehaviors, as well as general perceived efficacy for preventing cancer. Adjustedlogistic regression analyses demonstrated significant differences acrossHispanic/Latino background groups for perceived risk associated with highconsumption of alcohol and saturated fat, low consumption of fruits andvegetables, and insufficient exercise but not with smoking or low consumption offiber. Differences were also found for the belief, ""It seems like everythingcauses cancer"" but not for other perceived efficacy items. Perceived cancer riskand perceived efficacy for preventing cancer were neither independently norinteractively associated with engagement in cancer-related risk behaviors aftercontrolling for sociodemographic covariates. Results suggest that perceptions ofrisk and efficacy with regard to cancer vary across Hispanic/Latino backgroundgroups, and therefore background group differences should be considered inprevention efforts. Perceived risk and perceived efficacy were not related tocancer-related risk behaviors among Hispanics/Latinos. Further work is needed toevaluate determinants of cancer-related risk in this population."
"92",4,"National Cancer Institute","How I treat Burkitt lymphoma in children, adolescents, and young adults insub-Saharan Africa.","Burkitt lymphoma (BL) is the most common pediatric cancer in sub-Saharan Africa(SSA), and also occurs frequently among adolescents and young adults (AYAs),often associated with HIV. Treating BL in SSA poses particular challenges.Although highly effective, high-intensity cytotoxic treatments used inresource-rich settings are usually not feasible, and lower-intensity continuousinfusion approaches are impractical. In this article, based on evidence from theregion, we review management strategies for SSA focused on diagnosis and use ofprephase and definitive treatment. Additionally, potentially better approachesfor risk stratification and individualized therapy are elaborated. Compared withhistorical very low-intensity approaches, the relative safety, feasibility, andoutcomes of regimens incorporating anthracyclines and/or high-dose systemicmethotrexate for this population are discussed, along with requirements toadminister such regimens safely. Finally, research priorities for BL in SSA areoutlined including novel therapies, to reduce the unacceptable gap in outcomesfor patients in SSA vs high-income countries (HICs). Sustained commitment toincremental advances and innovation, as in cooperative pediatric oncology groupsin HICs, is required to transform care and outcomes for BL in SSA throughinternational collaboration."
"93",1,"Memorial Sloan Kettering Cancer Center","Integrative Molecular Characterization of Malignant Pleural Mesothelioma.","Malignant pleural mesothelioma (MPM) is a highly lethal cancer of the lining ofthe chest cavity. To expand our understanding of MPM, we conducted acomprehensive integrated genomic study, including the most detailed analysis ofBAP alterations to date. We identified histology-independent molecularprognostic subsets, and defined a novel genomic subtype with TP and SETDBmutations and extensive loss of heterozygosity. We also report strong expressionof the immune checkpoint gene VISTA in epithelioid MPM, strikingly higher than inother solid cancers, with implications for the immune response to MPM and for itsimmunotherapy. Our findings highlight new avenues for further investigation ofMPM biology and novel therapeutic options."
"94",12,"The University of Texas MD Anderson Cancer Center","Integrative Molecular Characterization of Malignant Pleural Mesothelioma.","Malignant pleural mesothelioma (MPM) is a highly lethal cancer of the lining ofthe chest cavity. To expand our understanding of MPM, we conducted acomprehensive integrated genomic study, including the most detailed analysis ofBAP alterations to date. We identified histology-independent molecularprognostic subsets, and defined a novel genomic subtype with TP and SETDBmutations and extensive loss of heterozygosity. We also report strong expressionof the immune checkpoint gene VISTA in epithelioid MPM, strikingly higher than inother solid cancers, with implications for the immune response to MPM and for itsimmunotherapy. Our findings highlight new avenues for further investigation ofMPM biology and novel therapeutic options."
"95",16,"University of Chicago","Integrative Molecular Characterization of Malignant Pleural Mesothelioma.","Malignant pleural mesothelioma (MPM) is a highly lethal cancer of the lining ofthe chest cavity. To expand our understanding of MPM, we conducted acomprehensive integrated genomic study, including the most detailed analysis ofBAP alterations to date. We identified histology-independent molecularprognostic subsets, and defined a novel genomic subtype with TP and SETDBmutations and extensive loss of heterozygosity. We also report strong expressionof the immune checkpoint gene VISTA in epithelioid MPM, strikingly higher than inother solid cancers, with implications for the immune response to MPM and for itsimmunotherapy. Our findings highlight new avenues for further investigation ofMPM biology and novel therapeutic options."
"96",2,"Duke University","Serum cholesterol and risk of high-grade prostate cancer: results from the REDUCEstudy.","BACKGROUND: Epidemiologic evidence for a serum cholesterol-prostate cancer linkis mixed. Prostate-specific antigen (PSA) is positively correlated withcholesterol, potentially increasing PSA-driven biopsy recommendations in men withhigh cholesterol, though biopsy compliance may be lower in men with comorbidconditions. These potential biases may affect PSA-driven biopsy rates andsubsequent prostate cancer detection in men with high serum cholesterol. Ourobjective was to test the association between serum cholesterol and prostatecancer risk in men receiving PSA independent, study-mandated prostate biopsies.METHODS: We conducted a post hoc analysis of data from  non-statin users inREDUCE, a randomized trial in men with elevated PSA and a negative baselinebiopsy. Men underwent - and -year trial-mandated prostate biopsies.Associations between baseline serum levels of total cholesterol, low-densitylipoprotein (LDL), high-density lipoprotein (HDL) and prostate cancer risk,overall and by Gleason grade (< vs. ≥), were examined using multivariablelogistic regression.RESULTS: High total serum cholesterol was associated with an increased risk ofhigh-grade prostate cancer diagnosis (OR per  mg/dL .; % CI .-.;p = .), but cholesterol was unrelated to either overall or low-grade prostatecancer risk (p-values >.). There was no association between serum LDL andoverall, low- or high-grade prostate cancer risk (p-values >.). In contrast,elevated serum HDL was associated with increased risk of both overall (OR per mg/dL .; % CI .-.; p = .) and high-grade prostate cancer (ORper  mg/dL .; % CI .-.; p = .).CONCLUSIONS: In REDUCE, where all men received PSA independent, trial-mandatedbiopsies thus ensuring complete prostate cancer ascertainment, high total serumcholesterol and high HDL were associated with increased risk of high-gradeprostate cancer, supporting a cholesterol-prostate cancer link."
"97",3,"Harvard Medical School","Incidence of interval colorectal cancer attributable to an endoscopist inclinical practice.","Comment inGastrointest Endosc.  Oct;():-."
"98",1,"Duke University Medical Center","A randomized phase II trial of MOVING ON: An intervention to increase exerciseoutcome expectations among breast cancer survivors.","OBJECTIVE: The objective of the study is to test theoretical interventionfidelity and feasibility of MOVING ON, a self-directed, home-based, randomizedcontrolled trial to increase exercise outcome expectations (OEs) (what oneexpects to obtain or avoid as a result of a behavior or lack thereof), amongbreast cancer survivors.METHOD: Stage Ia to IIb survivors (n = ) were given the MOVING ON interventionor control booklet. Data were collected through online surveys and anaccelerometer at baseline, , , and  weeks postintervention. Fidelity wasmeasured by questions assessing participant perceptions of MOVING ON (score ≥)and direction of intervention effects. Feasibility was measured by recruitmentrate (target of  participants in  months), retention (total attrition <%),and acquisition of accelerometer data (% ≥subjective exercise data obtained).Analyses consisted of descriptive statistics, mixed models, and content analysis.RESULTS: Fidelity met a priori criteria (mean = ., SD = .). Outcomeexpectations increased . points, and weekly steps increased by  every weeks in the intervention arm compared to the control arm. All effect sizeswere small, ranging from . to .. Target enrollment, achieved in  weeks,met a priori feasibility criteria. Retention (%) and accelerometer dataacquisition (%) (compared to % of subjective exercise data) did not.CONCLUSION: MOVING ON influenced OEs as intended and was well received byparticipants. A fully powered study, of this low-cost, easy-to-implementintervention, is warranted. Intervention and measurement strategies used inMOVING ON can be incorporated in any study targeting OEs as a mediator ofexercise or collecting exercise data with an accelerometer."
"99",1,"Duke University Medical Center","Serum cholesterol levels and tumor growth in a PTEN-null transgenic mouse modelof prostate cancer.","BACKGROUND: Some, but not all, epidemiologic evidence supports a role forcholesterol, the precursor for steroid hormone synthesis, in prostate cancer.Using a PTEN-null transgenic mouse model of prostate cancer, we tested the effectof modifying serum cholesterol levels on prostate tumor development and growth.We hypothesized that serum cholesterol reduction would lower tumor androgens andslow prostate cancer growth.METHODS: PTENloxP/loxP-Cre+ mice consuming ad libitum high fat, high cholesteroldiets (% fat, .% cholesterol) were randomized after weaning to receive thecholesterol uptake inhibitor, ezetimibe ( mg/kg/day), or no intervention, andsacrificed at , , or  months of age. Serum cholesterol and testosterone weremeasured by ELISA and intraprostatic androgens by mass spectrometry. Prostatehistology was graded, and proliferation and apoptosis in tumor epithelium andstroma was assessed by Ki and TUNEL, respectively.RESULTS: Ezetimibe-treated mice had lower serum cholesterol at  months(p = .). Serum cholesterol was positively correlated with prostate weight(p = .) and tumor epithelial proliferation (p = .), and negativelycorrelated with tumor epithelial apoptosis (p = .). Serum cholesterol wasunrelated to body weight (p = .). Tumor stromal cell proliferation wasreduced in the ezetimibe group (p = .). Increased serum cholesterol at months was associated with elevated intraprostatic DHEA, testosterone, andandrostenedione (p = ., p = ., p = ., respectively). However,cholesterol reduction did not significantly affect adenocarcinoma development at, , or  months of age (, , and % in ezetimibe-treated vs. , , and% in mice not receiving ezetimibe).CONCLUSIONS: Though serum cholesterol reduction did not significantly affect therate of adenocarcinoma development in the PTEN-null transgenic mouse model ofprostate cancer, it lowered intraprostatic androgens and slowed tumor growth.These findings support a role for serum cholesterol in promoting prostate cancergrowth, potentially via enhanced tumor androgen signaling, and may provide newinsight into cholesterol-lowering interventions for prostate cancer treatment."
"100",5,"University of Washington","Serum cholesterol levels and tumor growth in a PTEN-null transgenic mouse modelof prostate cancer.","BACKGROUND: Some, but not all, epidemiologic evidence supports a role forcholesterol, the precursor for steroid hormone synthesis, in prostate cancer.Using a PTEN-null transgenic mouse model of prostate cancer, we tested the effectof modifying serum cholesterol levels on prostate tumor development and growth.We hypothesized that serum cholesterol reduction would lower tumor androgens andslow prostate cancer growth.METHODS: PTENloxP/loxP-Cre+ mice consuming ad libitum high fat, high cholesteroldiets (% fat, .% cholesterol) were randomized after weaning to receive thecholesterol uptake inhibitor, ezetimibe ( mg/kg/day), or no intervention, andsacrificed at , , or  months of age. Serum cholesterol and testosterone weremeasured by ELISA and intraprostatic androgens by mass spectrometry. Prostatehistology was graded, and proliferation and apoptosis in tumor epithelium andstroma was assessed by Ki and TUNEL, respectively.RESULTS: Ezetimibe-treated mice had lower serum cholesterol at  months(p = .). Serum cholesterol was positively correlated with prostate weight(p = .) and tumor epithelial proliferation (p = .), and negativelycorrelated with tumor epithelial apoptosis (p = .). Serum cholesterol wasunrelated to body weight (p = .). Tumor stromal cell proliferation wasreduced in the ezetimibe group (p = .). Increased serum cholesterol at months was associated with elevated intraprostatic DHEA, testosterone, andandrostenedione (p = ., p = ., p = ., respectively). However,cholesterol reduction did not significantly affect adenocarcinoma development at, , or  months of age (, , and % in ezetimibe-treated vs. , , and% in mice not receiving ezetimibe).CONCLUSIONS: Though serum cholesterol reduction did not significantly affect therate of adenocarcinoma development in the PTEN-null transgenic mouse model ofprostate cancer, it lowered intraprostatic androgens and slowed tumor growth.These findings support a role for serum cholesterol in promoting prostate cancergrowth, potentially via enhanced tumor androgen signaling, and may provide newinsight into cholesterol-lowering interventions for prostate cancer treatment."
"101",2,"Memorial Sloan Kettering Cancer Center","Identification of Clonal Hematopoiesis Mutations in Solid Tumor PatientsUndergoing Unpaired Next-Generation Sequencing Assays.","Purpose: In this era of precision-based medicine, for optimal patient care,results reported from commercial next-generation sequencing (NGS) assays shouldadequately reflect the burden of somatic mutations in the tumor being sequenced.Here, we sought to determine the prevalence of clonal hematopoiesis leading topossible misattribution of tumor mutation calls on unpaired Foundation MedicineNGS assays.Experimental Design: This was a retrospective cohort study ofindividuals undergoing NGS of solid tumors from two large cancer centers. Weidentified and quantified mutations in genes known to be frequently altered inclonal hematopoiesis (DNMTA, TET, ASXL, TP, ATM, CHEK, SFB, CBL, JAK)that were returned to physicians on clinical Foundation Medicine reports. For asubset of patients, we explored the frequency of true clonal hematopoiesis bycomparing mutations on Foundation Medicine reports with matched bloodsequencing.Results: Mutations in genes that are frequently altered in clonalhematopoiesis were identified in % (,/,) of patients undergoing NGS.When excluding TP, which is often mutated in solid tumors, these events werestill seen in % (/,) of patients. Utilizing paired blood specimens, wewere able to confirm that % (/) of mutations reported in these genes weretrue clonal hematopoiesis events. The majority of DNMTA mutations (%, /)and minority of TP mutations (%, /) were clonal hematopoiesis.Conclusions:Clonal hematopoiesis mutations are commonly reported on unpaired NGS testing. Itis important to recognize clonal hematopoiesis as a possible cause ofmisattribution of mutation origin when applying NGS findings to a patient's care.Clin Cancer Res; -. © AACR."
